leadid,subject,firstname,lastname,jobtitle,companyname,emailaddress1,telephone1,leadsourcecode,revenue,leadqualitycode,cr487_organizationtype,createdon,modifiedon,industrycode,numberofemployees,action_sequence,activities,last_action_date,statuscode,days_in_pipeline,days_since_last_action
LEAD-0021,Lead from TechCorp,Lisa,Brown,CTO,TechCorp,john.brown@company.com,+1-555-4266,1,424716,1,profit,11/15/2025 10:09,12/07/2025 19:09,5,100,"['send_introduction_email','license_pricing_enquiry_inbound_email','send_license_pricing_details_email','pricing_concern_inbound_email','send_followup_on_pricing_concern_email','signed_order_form_inbound_email','send_invoice_email']","[{'type':'send_introduction_email','timestamp':datetime.datetime(2025,11,5,4,33,0)},{'type':'license_pricing_enquiry_inbound_email','timestamp':datetime.datetime(2025,11,5,0,0,0)},{'type':'send_license_pricing_details_email','timestamp':datetime.datetime(2025,11,5,9,14,0)},{'type':'pricing_concern_inbound_email','timestamp':datetime.datetime(2025,11,5,21,45,0)},{'type':'send_followup_on_pricing_concern_email','timestamp':datetime.datetime(2025,11,6,15,4,0)},{'type':'signed_order_form_inbound_email','timestamp':datetime.datetime(2025,11,22,0,26,0)},{'type':'send_invoice_email','timestamp':datetime.datetime(2025,11,24,12,35,0)}]",11/24/2025 12:35,1,25,3
LEAD-0022,Lead from GlobalTrade,Sarah,Johnson,Operations Manager,GlobalTrade,jane.martinez@company.com,+1-555-1672,6,448282,2,nonprofit,11/12/2025 10:09,12/20/2025 12:09,18,1000,"['download_email_received','send_introduction_email','send_followup_email','send_second_followup_email','license_expired_issue_inbound_email','send_extended_trial_license_email','license_enquiry_inbound_email','configuration_call','send_pricing_details_email','trial_extension_request_inbound_email','send_invoice_email']","[{'type':'download_email_received','timestamp':datetime.datetime(2025,7,21,20,11,0)},{'type':'send_introduction_email','timestamp':datetime.datetime(2025,7,22,10,7,0)},{'type':'send_followup_email','timestamp':datetime.datetime(2025,7,23,11,40,0)},{'type':'send_second_followup_email','timestamp':datetime.datetime(2025,7,31,7,30,0)},{'type':'license_expired_issue_inbound_email','timestamp':datetime.datetime(2025,10,22,15,0,0)},{'type':'send_extended_trial_license_email','timestamp':datetime.datetime(2025,10,22,11,38,0)},{'type':'license_enquiry_inbound_email','timestamp':datetime.datetime(2025,10,22,15,23,0)},{'type':'configuration_call','timestamp':datetime.datetime(2025,10,24,9,0,0)},{'type':'send_pricing_details_email','timestamp':datetime.datetime(2025,10,24,10,51,0)},{'type':'trial_extension_request_inbound_email','timestamp':datetime.datetime(2025,10,30,14,58,0)},{'type':'send_invoice_email','timestamp':datetime.datetime(2025,11,26,14,16,0)}]",11/26/2025 14:16,1,28,-10
LEAD-0023,Lead from RetailHub,Jane,Jones,Sales Director,RetailHub,emma.martinez@company.com,+1-555-7209,6,236153,2,profit,10/28/2025 10:09,12/22/2025 16:09,1,2500,"['download_email_received','send_introduction_email','demo_request_inbound_email','demo_call','send_pricing_and_licensing_details_email','detailed_demo_request_inbound_email','demo_call','configuration_call','send_followup_email','quote_request_for_licenses_inbound_email','send_quote_response_email','send_followup_email','order_confirmation_inbound_email','send_invoice_email','revised_invoice_request_inbound_email','send_revised_invoice_and_raise_billable_email']","[{'type':'download_email_received','timestamp':datetime.datetime(2025,10,27,18,12,0)},{'type':'send_introduction_email','timestamp':datetime.datetime(2025,10,28,11,51,0)},{'type':'demo_request_inbound_email','timestamp':datetime.datetime(2025,10,28,16,55,0)},{'type':'demo_call','timestamp':datetime.datetime(2025,10,30,17,30,0)},{'type':'send_pricing_and_licensing_details_email','timestamp':datetime.datetime(2025,11,3,7,56,0)},{'type':'detailed_demo_request_inbound_email','timestamp':datetime.datetime(2025,11,4,18,12,0)},{'type':'demo_call','timestamp':datetime.datetime(2025,11,6,17,30,0)},{'type':'configuration_call','timestamp':datetime.datetime(2025,11,7,16,30,0)},{'type':'send_followup_email','timestamp':datetime.datetime(2025,11,24,12,11,0)},{'type':'quote_request_for_licenses_inbound_email','timestamp':datetime.datetime(2025,11,28,6,19,0)},{'type':'send_quote_response_email','timestamp':datetime.datetime(2025,11,28,20,48,0)},{'type':'send_followup_email','timestamp':datetime.datetime(2025,12,4,9,45,0)},{'type':'order_confirmation_inbound_email','timestamp':datetime.datetime(2025,12,10,15,11,0)},{'type':'send_invoice_email','timestamp':datetime.datetime(2025,12,11,5,26,0)},{'type':'revised_invoice_request_inbound_email','timestamp':datetime.datetime(2025,12,16,15,15,0)},{'type':'send_revised_invoice_and_raise_billable_email','timestamp':datetime.datetime(2025,12,16,18,40,0)}]",12/16/2025 18:40,1,43,-12
LEAD-0024,Lead from CloudServices,Emma,Smith,CTO,ManuFact,sarah.miller@company.com,+1-555-4986,5,295336,1,nonprofit,10/31/2025 10:09,11/26/2025 22:09,19,500,"['pricing_details_request_inbound_email','send_pricing_details_email','send_followup_email','query_inbound_email','send_query_response_email','demo_request_inbound_email','demo_and_configuration_call','send_invoice_email','send_billable_raised_email']","[{'type':'pricing_details_request_inbound_email','timestamp':datetime.datetime(2025,10,9,21,53,0)},{'type':'send_pricing_details_email','timestamp':datetime.datetime(2025,10,13,14,48,0)},{'type':'send_followup_email','timestamp':datetime.datetime(2025,10,15,9,1,0)},{'type':'query_inbound_email','timestamp':datetime.datetime(2025,10,24,1,35,0)},{'type':'send_query_response_email','timestamp':datetime.datetime(2025,10,24,2,47,0)},{'type':'demo_request_inbound_email','timestamp':datetime.datetime(2025,10,25,1,6,0)},{'type':'demo_and_configuration_call','timestamp':datetime.datetime(2025,10,29,17,30,0)},{'type':'send_invoice_email','timestamp':datetime.datetime(2025,10,31,5,46,0)},{'type':'send_billable_raised_email','timestamp':datetime.datetime(2025,11,6,11,11,0)}]",11/6/2025 23:11,1,40,14
LEAD-0025,Lead from CloudServices,David,Martinez,VP Marketing,GlobalTrade,david.johnson@company.com,+1-555-4180,5,490179,2,profit,10/21/2025 10:09,12/05/2025 14:09,8,500,"['download_email_received','send_introduction_email','license_extension_request_inbound_email','send_license_extension_steps_email','user_count_and_pricing_inbound_email','send_pricing_clarification_email','tool_issue_inbound_email','send_followup_for_clarification_email','issue_screenshot_inbound_email','send_latest_solution_and_tool_email','support_call_request_inbound_email','support_call','send_invoice_email']","[{'type':'download_email_received','timestamp':datetime.datetime(2025,11,19,12,19,0)},{'type':'send_introduction_email','timestamp':datetime.datetime(2025,11,19,8,30,0)},{'type':'license_extension_request_inbound_email','timestamp':datetime.datetime(2025,11,19,13,3,0)},{'type':'send_license_extension_steps_email','timestamp':datetime.datetime(2025,11,19,9,48,0)},{'type':'user_count_and_pricing_inbound_email','timestamp':datetime.datetime(2025,11,20,23,9,0)},{'type':'send_pricing_clarification_email','timestamp':datetime.datetime(2025,11,21,10,55,0)},{'type':'tool_issue_inbound_email','timestamp':datetime.datetime(2025,11,22,20,50,0)},{'type':'send_followup_for_clarification_email','timestamp':datetime.datetime(2025,11,24,12,14,0)},{'type':'issue_screenshot_inbound_email','timestamp':datetime.datetime(2025,11,24,14,1,0)},{'type':'send_latest_solution_and_tool_email','timestamp':datetime.datetime(2025,11,24,19,1,0)},{'type':'support_call_request_inbound_email','timestamp':datetime.datetime(2025,11,24,18,49,0)},{'type':'support_call','timestamp':datetime.datetime(2025,11,25,17,30,0)},{'type':'send_invoice_email','timestamp':datetime.datetime(2025,12,12,17,8,0)}]",12/12/2025 17:08,1,50,5
LEAD-0026,Lead from ManuFact,Emma,Johnson,CTO,DataSystems,emma.johnson@company.com,+1-555-1878,3,358475,1,nonprofit,11/09/2025 10:09,11/29/2025 11:09,5,10000,"['send_introduction_email','license_pricing_enquiry_inbound_email','send_license_pricing_details_email','pricing_concern_inbound_email','send_followup_on_pricing_concern_email','signed_order_form_inbound_email','send_invoice_email']","[{'type':'send_introduction_email','timestamp':datetime.datetime(2025,11,5,4,33,0)},{'type':'license_pricing_enquiry_inbound_email','timestamp':datetime.datetime(2025,11,5,0,0,0)},{'type':'send_license_pricing_details_email','timestamp':datetime.datetime(2025,11,5,9,14,0)},{'type':'pricing_concern_inbound_email','timestamp':datetime.datetime(2025,11,5,21,45,0)},{'type':'send_followup_on_pricing_concern_email','timestamp':datetime.datetime(2025,11,6,15,4,0)},{'type':'signed_order_form_inbound_email','timestamp':datetime.datetime(2025,11,22,0,26,0)},{'type':'send_invoice_email','timestamp':datetime.datetime(2025,11,24,12,35,0)}]",11/24/2025 12:35,1,31,11
LEAD-0027,Lead from ManuFact,Jane,Williams,Marketing Manager,FinancePlus,alex.johnson@company.com,+1-555-3564,1,244659,1,profit,11/01/2025 10:09,11/23/2025 14:09,14,2500,"['download_email_received','send_introduction_email','send_followup_email','send_second_followup_email','license_expired_issue_inbound_email','send_extended_trial_license_email','license_enquiry_inbound_email','configuration_call','send_pricing_details_email','trial_extension_request_inbound_email','send_invoice_email']","[{'type':'download_email_received','timestamp':datetime.datetime(2025,7,21,20,11,0)},{'type':'send_introduction_email','timestamp':datetime.datetime(2025,7,22,10,7,0)},{'type':'send_followup_email','timestamp':datetime.datetime(2025,7,23,11,40,0)},{'type':'send_second_followup_email','timestamp':datetime.datetime(2025,7,31,7,30,0)},{'type':'license_expired_issue_inbound_email','timestamp':datetime.datetime(2025,10,22,15,0,0)},{'type':'send_extended_trial_license_email','timestamp':datetime.datetime(2025,10,22,11,38,0)},{'type':'license_enquiry_inbound_email','timestamp':datetime.datetime(2025,10,22,15,23,0)},{'type':'configuration_call','timestamp':datetime.datetime(2025,10,24,9,0,0)},{'type':'send_pricing_details_email','timestamp':datetime.datetime(2025,10,24,10,51,0)},{'type':'trial_extension_request_inbound_email','timestamp':datetime.datetime(2025,10,30,14,58,0)},{'type':'send_invoice_email','timestamp':datetime.datetime(2025,11,26,14,16,0)}]",11/26/2025 14:16,1,39,17
LEAD-0028,Lead from FinancePlus,Jane,Smith,VP Sales,ManuFact,rachel.martinez@company.com,+1-555-5728,8,446369,1,nonprofit,10/13/2025 10:09,10/31/2025 15:09,4,2500,"['download_email_received','send_introduction_email','query_inbound_email','send_query_response_email','discount_request_inbound_email','send_budget_request_email','send_actual_usage_and_price_request_email','send_crm_user_count_request_email','send_followup_email','user_count_inbound_email','send_discount_pricing_and_order_form_email','payment_link_request_inbound_email','send_signed_order_form_request_email','signed_order_form_inbound_email','send_invoice_and_payment_link_email']","[{'type':'download_email_received','timestamp':datetime.datetime(2025,10,13,16,25,0)},{'type':'send_introduction_email','timestamp':datetime.datetime(2025,10,13,18,29,0)},{'type':'query_inbound_email','timestamp':datetime.datetime(2025,10,14,15,13,0)},{'type':'send_query_response_email','timestamp':datetime.datetime(2025,10,14,18,6,0)},{'type':'discount_request_inbound_email','timestamp':datetime.datetime(2025,10,14,18,8,0)},{'type':'send_budget_request_email','timestamp':datetime.datetime(2025,10,14,18,14,0)},{'type':'send_actual_usage_and_price_request_email','timestamp':datetime.datetime(2025,10,31,15,0,0)},{'type':'send_crm_user_count_request_email','timestamp':datetime.datetime(2025,10,31,16,42,0)},{'type':'send_followup_email','timestamp':datetime.datetime(2025,11,20,17,54,0)},{'type':'user_count_inbound_email','timestamp':datetime.datetime(2025,11,20,17,55,0)},{'type':'send_discount_pricing_and_order_form_email','timestamp':datetime.datetime(2025,11,21,12,45,0)},{'type':'payment_link_request_inbound_email','timestamp':datetime.datetime(2025,11,21,14,9,0)},{'type':'send_signed_order_form_request_email','timestamp':datetime.datetime(2025,11,21,14,24,0)},{'type':'signed_order_form_inbound_email','timestamp':datetime.datetime(2025,11,24,14,43,0)},{'type':'send_invoice_and_payment_link_email','timestamp':datetime.datetime(2025,11,24,18,21,0)}]",11/24/2025 18:21,1,58,40
LEAD-0029,Lead from GlobalTrade,John,Williams,Sales Director,InnovateLabs,emma.jones@company.com,+1-555-3973,10,411030,1,profit,11/01/2025 10:09,11/24/2025 15:09,14,2500,"['pricing_request_inbound_email','send_pricing_and_introduction_call_email','query_inbound_email','send_proposed_call_for_query_email','available_timeslots_inbound_email','send_meeting_invite_email','introduction_meeting','send_other_product_details_email','send_order_form_email','signed_order_form_inbound_email','send_invoice_email']","[{'type':'pricing_request_inbound_email','timestamp':datetime.datetime(2025,10,16,18,14,0)},{'type':'send_pricing_and_introduction_call_email','timestamp':datetime.datetime(2025,10,20,17,26,0)},{'type':'query_inbound_email','timestamp':datetime.datetime(2025,10,21,16,32,0)},{'type':'send_proposed_call_for_query_email','timestamp':datetime.datetime(2025,10,22,12,32,0)},{'type':'available_timeslots_inbound_email','timestamp':datetime.datetime(2025,10,22,12,58,0)},{'type':'send_meeting_invite_email','timestamp':datetime.datetime(2025,10,22,15,12,0)},{'type':'introduction_meeting','timestamp':datetime.datetime(2025,10,27,13,30,0)},{'type':'send_other_product_details_email','timestamp':datetime.datetime(2025,10,27,17,24,0)},{'type':'send_order_form_email','timestamp':datetime.datetime(2025,12,4,14,24,0)},{'type':'signed_order_form_inbound_email','timestamp':datetime.datetime(2025,12,5,17,1,0)},{'type':'send_invoice_email','timestamp':datetime.datetime(2025,12,8,18,14,0)}]",12/8/2025 18:14,1,39,16
LEAD-0030,Lead from InnovateLabs,John,Rodriguez,Sales Director,DataSystems,john.brown@company.com,+1-555-9494,6,446420,1,nonprofit,11/15/2025 10:09,12/04/2025 17:09,16,2500,"['download_email_received','send_introduction_email','demo_request_inbound_email','demo_call','send_pricing_and_licensing_details_email','detailed_demo_request_inbound_email','demo_call','configuration_call','send_followup_email','quote_request_for_licenses_inbound_email','send_quote_response_email','send_followup_email','order_confirmation_inbound_email','send_invoice_email','revised_invoice_request_inbound_email','send_revised_invoice_and_raise_billable_email']","[{'type':'download_email_received','timestamp':datetime.datetime(2025,10,27,18,12,0)},{'type':'send_introduction_email','timestamp':datetime.datetime(2025,10,28,11,51,0)},{'type':'demo_request_inbound_email','timestamp':datetime.datetime(2025,10,28,16,55,0)},{'type':'demo_call','timestamp':datetime.datetime(2025,10,30,17,30,0)},{'type':'send_pricing_and_licensing_details_email','timestamp':datetime.datetime(2025,11,3,7,56,0)},{'type':'detailed_demo_request_inbound_email','timestamp':datetime.datetime(2025,11,4,18,12,0)},{'type':'demo_call','timestamp':datetime.datetime(2025,11,6,17,30,0)},{'type':'configuration_call','timestamp':datetime.datetime(2025,11,7,16,30,0)},{'type':'send_followup_email','timestamp':datetime.datetime(2025,11,24,12,11,0)},{'type':'quote_request_for_licenses_inbound_email','timestamp':datetime.datetime(2025,11,28,6,19,0)},{'type':'send_quote_response_email','timestamp':datetime.datetime(2025,11,28,20,48,0)},{'type':'send_followup_email','timestamp':datetime.datetime(2025,12,4,9,45,0)},{'type':'order_confirmation_inbound_email','timestamp':datetime.datetime(2025,12,10,15,11,0)},{'type':'send_invoice_email','timestamp':datetime.datetime(2025,12,11,5,26,0)},{'type':'revised_invoice_request_inbound_email','timestamp':datetime.datetime(2025,12,16,15,15,0)},{'type':'send_revised_invoice_and_raise_billable_email','timestamp':datetime.datetime(2025,12,16,18,40,0)}]",12/16/2025 18:40,1,25,6
